1,1,1
1.05,1.05,1
1.1,1.1,1
1.15,1.15,1
1.21,1.21,1
1.27,1.27,1
1.33,1.33,1
1.4,1.4,1
1.47,1.47,1
1.54,1.54,1
1.62,1.62,1
1.69,1.69,1
1.78,1.78,1
1.87,1.87,1
1.96,1.96,1
2.05,2.05,1
2.15,2.15,1
2.26,2.26,1
2.37,2.37,1
2.49,2.49,1
2.61,2.61,1
2.74,2.74,1
2.87,2.87,1
3.01,3.01,1
3.16,3.16,1
3.32,3.32,1
3.48,3.48,1
3.65,3.65,1
3.83,3.83,1
4.02,4.02,1
4.22,4.22,1
4.42,4.42,1
4.64,4.64,1
4.87,4.87,1
5.11,5.11,1
5.36,5.36,1
5.62,5.62,1
5.9,5.9,1
6.19,6.19,1
6.49,6.49,1
6.81,6.81,1
7.15,7.15,1
7.5,7.5,1
7.87,7.87,1
8.25,8.25,1
8.66,8.66,1
9.09,9.09,1
9.53,9.53,1
10,1,10
10.5,1.05,10
11,1.1,10
11.5,1.15,10
12.1,1.21,10
12.7,1.27,10
13.3,1.33,10
14,1.4,10
14.7,1.47,10
15.4,1.54,10
16.2,1.62,10
16.9,1.69,10
17.8,1.78,10
18.7,1.87,10
19.6,1.96,10
20.5,2.05,10
21.5,2.15,10
22.6,2.26,10
23.7,2.37,10
24.9,2.49,10
26.1,2.61,10
27.4,2.74,10
28.7,2.87,10
30.1,3.01,10
31.6,3.16,10
33.2,3.32,10
34.8,3.48,10
36.5,3.65,10
38.3,3.83,10
40.2,4.02,10
42.2,4.22,10
44.2,4.42,10
46.4,4.64,10
48.7,4.87,10
51.1,5.11,10
53.6,5.36,10
56.2,5.62,10
59,5.9,10
61.9,6.19,10
64.9,6.49,10
68.1,6.81,10
71.5,7.15,10
75,7.5,10
78.7,7.87,10
82.5,8.25,10
86.6,8.66,10
90.9,9.09,10
95.3,9.53,10
100,1,100
105,1.05,100
110,1.1,100
115,1.15,100
121,1.21,100
127,1.27,100
133,1.33,100
140,1.4,100
147,1.47,100
154,1.54,100
162,1.62,100
169,1.69,100
178,1.78,100
187,1.87,100
196,1.96,100
205,2.05,100
215,2.15,100
226,2.26,100
237,2.37,100
249,2.49,100
261,2.61,100
274,2.74,100
287,2.87,100
301,3.01,100
316,3.16,100
332,3.32,100
348,3.48,100
365,3.65,100
383,3.83,100
402,4.02,100
422,4.22,100
442,4.42,100
464,4.64,100
487,4.87,100
511,5.11,100
536,5.36,100
562,5.62,100
590,5.9,100
619,6.19,100
649,6.49,100
681,6.81,100
715,7.15,100
750,7.5,100
787,7.87,100
825,8.25,100
866,8.66,100
909,9.09,100
953,9.53,100
1000,1,1000
1050,1.05,1000
1100,1.1,1000
1150,1.15,1000
1210,1.21,1000
1270,1.27,1000
1330,1.33,1000
1400,1.4,1000
1470,1.47,1000
1540,1.54,1000
1620,1.62,1000
1690,1.69,1000
1780,1.78,1000
1870,1.87,1000
1960,1.96,1000
2050,2.05,1000
2150,2.15,1000
2260,2.26,1000
2370,2.37,1000
2490,2.49,1000
2610,2.61,1000
2740,2.74,1000
2870,2.87,1000
3010,3.01,1000
3160,3.16,1000
3320,3.32,1000
3480,3.48,1000
3650,3.65,1000
3830,3.83,1000
4020,4.02,1000
4220,4.22,1000
4420,4.42,1000
4640,4.64,1000
4870,4.87,1000
5110,5.11,1000
5360,5.36,1000
5620,5.62,1000
5900,5.9,1000
6190,6.19,1000
6490,6.49,1000
6810,6.81,1000
7150,7.15,1000
7500,7.5,1000
7870,7.87,1000
8250,8.25,1000
8660,8.66,1000
9090,9.09,1000
9530,9.53,1000
10000,1,10000
10500,1.05,10000
11000,1.1,10000
11500,1.15,10000
12100,1.21,10000
12700,1.27,10000
13300,1.33,10000
14000,1.4,10000
14700,1.47,10000
15400,1.54,10000
16200,1.62,10000
16900,1.69,10000
17800,1.78,10000
18700,1.87,10000
19600,1.96,10000
20500,2.05,10000
21500,2.15,10000
22600,2.26,10000
23700,2.37,10000
24900,2.49,10000
26100,2.61,10000
27400,2.74,10000
28700,2.87,10000
30100,3.01,10000
31600,3.16,10000
33200,3.32,10000
34800,3.48,10000
36500,3.65,10000
38300,3.83,10000
40200,4.02,10000
42200,4.22,10000
44200,4.42,10000
46400,4.64,10000
48700,4.87,10000
51100,5.11,10000
53600,5.36,10000
56200,5.62,10000
59000,5.9,10000
61900,6.19,10000
64900,6.49,10000
68100,6.81,10000
71500,7.15,10000
75000,7.5,10000
78700,7.87,10000
82500,8.25,10000
86600,8.66,10000
90900,9.09,10000
95300,9.53,10000
100000,1,100000
105000,1.05,100000
110000,1.1,100000
115000,1.15,100000
121000,1.21,100000
127000,1.27,100000
133000,1.33,100000
140000,1.4,100000
147000,1.47,100000
154000,1.54,100000
162000,1.62,100000
169000,1.69,100000
178000,1.78,100000
187000,1.87,100000
196000,1.96,100000
205000,2.05,100000
215000,2.15,100000
226000,2.26,100000
237000,2.37,100000
249000,2.49,100000
261000,2.61,100000
274000,2.74,100000
287000,2.87,100000
301000,3.01,100000
316000,3.16,100000
332000,3.32,100000
348000,3.48,100000
365000,3.65,100000
383000,3.83,100000
402000,4.02,100000
422000,4.22,100000
442000,4.42,100000
464000,4.64,100000
487000,4.87,100000
511000,5.11,100000
536000,5.36,100000
562000,5.62,100000
590000,5.9,100000
619000,6.19,100000
649000,6.49,100000
681000,6.81,100000
715000,7.15,100000
750000,7.5,100000
787000,7.87,100000
825000,8.25,100000
866000,8.66,100000
909000,9.09,100000
953000,9.53,100000
1000000,1,1000000
1050000,1.05,1000000
1100000,1.1,1000000
1150000,1.15,1000000
1210000,1.21,1000000
1270000,1.27,1000000
1330000,1.33,1000000
1400000,1.4,1000000
1470000,1.47,1000000
1540000,1.54,1000000
1620000,1.62,1000000
1690000,1.69,1000000
1780000,1.78,1000000
1870000,1.87,1000000
1960000,1.96,1000000
2050000,2.05,1000000
2150000,2.15,1000000
2260000,2.26,1000000
2370000,2.37,1000000
2490000,2.49,1000000
2610000,2.61,1000000
2740000,2.74,1000000
2870000,2.87,1000000
3010000,3.01,1000000
3160000,3.16,1000000
3320000,3.32,1000000
3480000,3.48,1000000
3650000,3.65,1000000
3830000,3.83,1000000
4020000,4.02,1000000
4220000,4.22,1000000
4420000,4.42,1000000
4640000,4.64,1000000
4870000,4.87,1000000
5110000,5.11,1000000
5360000,5.36,1000000
5620000,5.62,1000000
5900000,5.9,1000000
6190000,6.19,1000000
6490000,6.49,1000000
6810000,6.81,1000000
7150000,7.15,1000000
7500000,7.5,1000000
7870000,7.87,1000000
8250000,8.25,1000000
8660000,8.66,1000000
9090000,9.09,1000000
9530000,9.53,1000000
10000000,1,10000000
